prompt_id,session_id,category,tokens
P02975,S00273,Research,151
P02976,S05894,Research,232
P02977,S01877,Writing,69
P02978,S00263,Business,498
P02979,S04902,Writing,451
P02980,S05502,Writing,794
P02981,S02788,Coding,171
P02982,S01681,Writing,408
P02983,S03011,Business,213
P02984,S00019,Image Generation,502
P02985,S02803,Business,799
P02986,S07247,Business,507
P02987,S05500,Business,114
P02988,S00366,Business,796
P02989,S02559,Research,777
P02990,S05668,Business,503
P02991,S07306,Business,200
P02992,S02873,Business,271
P02993,S06032,Learning,343
P02994,S06218,Writing,331
P02995,S06002,Writing,403
P02996,S03572,Business,775
P02997,S00870,Learning,593
P02998,S03700,Business,78
P02999,S05086,Writing,417
P03000,S05884,Learning,577
P03001,S04948,Research,444
P03002,S00804,Coding,215
P03003,S00144,Image Generation,103
P03004,S06209,Research,353
P03005,S06970,Business,600
P03006,S00183,Coding,71
P03007,S05918,Image Generation,773
P03008,S01927,Learning,131
P03009,S01425,Coding,351
P03010,S06969,Research,711
P03011,S04599,Research,58
P03012,S02128,Research,648
P03013,S03745,Writing,496
P03014,S01660,Coding,789
P03015,S04425,Writing,161
P03016,S05267,Business,124
P03017,S02285,Coding,302
P03018,S06155,Image Generation,57
P03019,S06048,Learning,526
P03020,S07191,Image Generation,337
P03021,S05666,Learning,616
P03022,S05738,Learning,266
P03023,S01879,Business,756
P03024,S06674,Learning,754
P03025,S07271,Coding,244
P03026,S03548,Business,751
P03027,S05924,Research,80
P03028,S02289,Research,729
P03029,S00224,Writing,586
P03030,S03201,Research,492
P03031,S02303,Business,274
P03032,S05575,Learning,566
P03033,S01666,Writing,537
P03034,S05244,Learning,754
P03035,S03985,Research,278
P03036,S00839,Image Generation,82
P03037,S03779,Business,604
P03038,S06640,Writing,771
P03039,S07080,Coding,117
P03040,S06242,Business,747
P03041,S00570,Learning,225
P03042,S05613,Writing,541
P03043,S03763,Learning,697
P03044,S02177,Image Generation,60
P03045,S03705,Learning,734
P03046,S04004,Business,196
P03047,S04498,Coding,125
P03048,S02099,Research,54
P03049,S01211,Learning,358
P03050,S03805,Image Generation,204
P03051,S06215,Business,516
P03052,S00457,Coding,530
P03053,S03299,Coding,514
P03054,S00509,Learning,463
P03055,S04528,Learning,57
P03056,S03541,Research,624
P03057,S05173,Business,86
P03058,S05705,Writing,748
P03059,S06928,Research,746
P03060,S01170,Business,705
P03061,S02460,Coding,358
P03062,S02482,Learning,289
P03063,S01662,Writing,370
P03064,S04982,Image Generation,208
P03065,S00661,Research,432
P03066,S01093,Learning,528
P03067,S04647,Business,444
P03068,S06638,Learning,56
P03069,S02612,Research,620
P03070,S02090,Writing,643
P03071,S07192,Writing,657
P03072,S06513,Writing,178
P03073,S06003,Image Generation,596
P03074,S05007,Image Generation,536
P03075,S04745,Learning,410
P03076,S05466,Learning,587
P03077,S04012,Research,578
P03078,S05592,Coding,208
P03079,S04862,Research,418
P03080,S04046,Research,281
P03081,S04144,Research,167
P03082,S04293,Writing,545
P03083,S07453,Image Generation,150
P03084,S05631,Coding,537
P03085,S05851,Image Generation,708
P03086,S02348,Coding,598
P03087,S03102,Coding,144
P03088,S03248,Research,239
P03089,S04291,Research,493
P03090,S01597,Writing,171
P03091,S02506,Business,633
P03092,S04449,Image Generation,91
P03093,S07129,Coding,736
P03094,S04978,Writing,134
P03095,S03600,Coding,760
P03096,S03951,Learning,544
P03097,S02188,Research,683
P03098,S05724,Image Generation,699
P03099,S04187,Image Generation,698
P03100,S03136,Business,88
P03101,S03995,Learning,505
P03102,S03134,Research,644
P03103,S01663,Learning,548
P03104,S03877,Writing,686
P03105,S00857,Writing,553
P03106,S01008,Research,172
P03107,S03211,Image Generation,199
P03108,S04914,Business,151
P03109,S06811,Image Generation,169
P03110,S02351,Coding,522
P03111,S03867,Research,252
P03112,S05179,Learning,656
P03113,S06647,Learning,553
P03114,S01336,Business,227
P03115,S05089,Research,681
P03116,S06803,Writing,523
P03117,S03327,Image Generation,411
P03118,S01958,Business,266
P03119,S06176,Image Generation,699
P03120,S02456,Business,172
P03121,S00933,Learning,116
P03122,S07012,Research,697
P03123,S06269,Learning,720
P03124,S00773,Research,383
P03125,S05397,Business,250
P03126,S02826,Coding,413
P03127,S04639,Business,312
P03128,S01521,Writing,110
P03129,S01138,Business,86
P03130,S04564,Research,94
P03131,S03650,Business,192
P03132,S04728,Research,65
P03133,S04331,Learning,513
P03134,S07137,Business,188
P03135,S01379,Image Generation,472
P03136,S03117,Coding,605
P03137,S01393,Learning,289
P03138,S05477,Learning,741
P03139,S03845,Learning,703
P03140,S01470,Learning,511
P03141,S06336,Writing,410
P03142,S01501,Writing,678
P03143,S00260,Research,485
P03144,S03271,Image Generation,105
P03145,S05313,Learning,650
P03146,S00048,Writing,410
P03147,S00320,Coding,116
P03148,S03880,Image Generation,391
P03149,S06537,Coding,173
P03150,S01772,Image Generation,307
P03151,S04686,Coding,508
P03152,S02869,Image Generation,217
P03153,S06764,Coding,362
P03154,S02958,Learning,694
P03155,S04111,Business,86
P03156,S06890,Writing,110
P03157,S06778,Research,288
P03158,S04135,Business,102
P03159,S03607,Image Generation,342
P03160,S05043,Business,219
P03161,S00182,Image Generation,224
P03162,S01345,Learning,633
P03163,S05499,Writing,610
P03164,S02517,Coding,126
P03165,S00368,Business,86
P03166,S03410,Writing,707
P03167,S01696,Learning,488
P03168,S05724,Coding,740
P03169,S05740,Writing,473
P03170,S02588,Business,217
P03171,S01015,Writing,186
P03172,S04334,Image Generation,571
P03173,S07343,Image Generation,376
P03174,S00089,Learning,594
P03175,S00985,Business,435
P03176,S04653,Image Generation,471
P03177,S07177,Coding,318
P03178,S05689,Research,572
P03179,S06497,Image Generation,63
P03180,S03521,Research,548
P03181,S03177,Research,202
P03182,S05861,Coding,242
P03183,S04478,Writing,764
P03184,S03466,Business,536
P03185,S03701,Research,742
P03186,S03912,Learning,102
P03187,S00195,Writing,719
P03188,S01479,Learning,78
P03189,S07203,Learning,181
P03190,S00887,Business,298
P03191,S03062,Learning,539
P03192,S02312,Learning,401
P03193,S00727,Learning,76
P03194,S01658,Research,204
P03195,S05763,Research,500
P03196,S00416,Image Generation,515
P03197,S05596,Image Generation,108
P03198,S01290,Business,588
P03199,S01133,Learning,508
P03200,S00661,Writing,295
P03201,S03545,Business,82
P03202,S00100,Image Generation,438
P03203,S01107,Research,527
P03204,S06748,Coding,57
P03205,S07147,Coding,554
P03206,S00763,Image Generation,391
P03207,S05228,Business,497
P03208,S03410,Research,98
P03209,S05571,Coding,775
P03210,S01477,Business,686
P03211,S06080,Research,457
P03212,S00608,Research,636
P03213,S04843,Learning,250
P03214,S05152,Research,547
P03215,S02412,Writing,720
P03216,S01958,Writing,551
P03217,S01532,Business,682
P03218,S06504,Business,676
P03219,S00601,Research,170
P03220,S04521,Coding,155
P03221,S00837,Learning,295
P03222,S00965,Coding,427
P03223,S00492,Coding,121
P03224,S02855,Research,234
P03225,S02995,Business,291
P03226,S03338,Business,222
P03227,S02965,Research,727
P03228,S06517,Writing,527
P03229,S04712,Coding,325
P03230,S00441,Coding,81
P03231,S05189,Research,252
P03232,S07453,Coding,608
P03233,S04652,Coding,493
P03234,S02499,Writing,589
P03235,S03867,Writing,798
P03236,S02848,Learning,687
P03237,S05315,Research,667
P03238,S05113,Business,355
P03239,S01370,Coding,336
P03240,S05790,Writing,484
P03241,S00089,Business,271
P03242,S04863,Image Generation,436
P03243,S05516,Research,796
P03244,S04994,Writing,726
P03245,S01449,Business,682
P03246,S04619,Business,399
P03247,S06664,Coding,379
P03248,S03328,Learning,597
P03249,S05802,Business,539
P03250,S06077,Business,665
P03251,S01369,Coding,52
P03252,S05896,Learning,761
P03253,S06735,Coding,114
P03254,S04257,Image Generation,155
P03255,S04264,Business,101
P03256,S07244,Learning,502
P03257,S03178,Learning,116
P03258,S01266,Coding,496
P03259,S05551,Business,468
P03260,S05694,Business,125
P03261,S01011,Writing,741
P03262,S03568,Coding,496
P03263,S00014,Writing,383
P03264,S03057,Writing,94
P03265,S07022,Writing,235
P03266,S02500,Image Generation,349
P03267,S02506,Coding,166
P03268,S05288,Coding,266
P03269,S06879,Learning,752
P03270,S02874,Coding,326
P03271,S04371,Coding,578
P03272,S03083,Learning,322
P03273,S03193,Writing,126
P03274,S05039,Coding,277
P03275,S01982,Research,220
P03276,S01270,Coding,497
P03277,S07157,Coding,765
P03278,S00371,Writing,558
P03279,S00463,Coding,110
P03280,S03276,Research,532
P03281,S00674,Learning,252
P03282,S05111,Research,469
P03283,S03279,Coding,657
P03284,S00431,Learning,391
P03285,S05615,Business,709
P03286,S03022,Research,535
P03287,S02444,Business,183
P03288,S04569,Business,515
P03289,S06217,Writing,719
P03290,S00696,Business,586
P03291,S06999,Image Generation,285
P03292,S07417,Research,194
P03293,S05517,Research,652
P03294,S02548,Coding,264
P03295,S04512,Business,575
P03296,S03355,Learning,687
P03297,S06071,Coding,156
P03298,S03103,Learning,428
P03299,S05323,Image Generation,282
P03300,S00332,Business,425
P03301,S02741,Business,724
P03302,S06542,Research,695
P03303,S03167,Image Generation,692
P03304,S03241,Research,479
P03305,S01147,Research,142
P03306,S00860,Research,127
P03307,S04533,Coding,499
P03308,S00676,Coding,70
P03309,S05081,Business,503
P03310,S06336,Coding,97
P03311,S05400,Research,404
P03312,S04657,Writing,695
P03313,S05417,Image Generation,765
P03314,S04759,Business,471
P03315,S01596,Image Generation,485
P03316,S05383,Research,189
P03317,S07033,Writing,254
P03318,S05999,Learning,503
P03319,S01200,Learning,99
P03320,S03699,Business,613
P03321,S07081,Learning,87
P03322,S02283,Research,446
P03323,S03413,Research,356
P03324,S04941,Learning,548
P03325,S04717,Business,407
P03326,S04048,Business,767
P03327,S06625,Image Generation,738
P03328,S02641,Business,223
P03329,S05652,Image Generation,60
P03330,S04008,Image Generation,433
P03331,S03116,Research,308
P03332,S01639,Learning,278
P03333,S05737,Coding,457
P03334,S05397,Coding,644
P03335,S05917,Business,246
P03336,S00598,Business,246
P03337,S01064,Coding,413
P03338,S03079,Coding,468
P03339,S00688,Coding,388
P03340,S03909,Writing,468
P03341,S07299,Research,190
P03342,S05514,Business,532
P03343,S05530,Learning,507
P03344,S05622,Coding,798
P03345,S00257,Coding,115
P03346,S05527,Image Generation,681
P03347,S05817,Business,267
P03348,S06778,Business,480
P03349,S04581,Business,79
P03350,S05753,Learning,658
P03351,S01935,Writing,770
P03352,S06570,Research,592
P03353,S03696,Research,635
P03354,S05482,Business,386
P03355,S07101,Image Generation,787
P03356,S06649,Business,758
P03357,S02270,Business,585
P03358,S07047,Writing,483
P03359,S00668,Image Generation,305
P03360,S04902,Coding,780
P03361,S02081,Learning,296
P03362,S01371,Research,483
P03363,S01999,Writing,223
P03364,S05132,Writing,678
P03365,S01934,Learning,370
P03366,S03793,Coding,231
P03367,S00250,Business,453
P03368,S02741,Research,239
P03369,S04406,Image Generation,353
P03370,S01638,Learning,336
P03371,S04510,Image Generation,461
P03372,S01228,Image Generation,588
P03373,S00214,Coding,598
P03374,S04512,Image Generation,718
P03375,S04790,Research,159
P03376,S00473,Writing,773
P03377,S04606,Learning,393
P03378,S06043,Business,572
P03379,S02966,Image Generation,688
P03380,S01210,Business,745
P03381,S00168,Learning,448
P03382,S04946,Coding,315
P03383,S03578,Coding,57
P03384,S00126,Coding,348
P03385,S06439,Research,340
P03386,S06799,Coding,308
P03387,S05104,Learning,583
P03388,S01881,Image Generation,698
P03389,S02963,Business,361
P03390,S05426,Coding,186
P03391,S07103,Coding,786
P03392,S05497,Business,669
P03393,S03680,Writing,560
P03394,S05343,Business,732
P03395,S01363,Research,285
P03396,S03103,Business,368
P03397,S01148,Writing,380
P03398,S06694,Research,571
P03399,S01884,Research,418
P03400,S05512,Writing,436
P03401,S07400,Learning,600
P03402,S02789,Business,791
P03403,S04652,Learning,687
P03404,S04851,Learning,798
P03405,S03423,Image Generation,162
P03406,S01454,Coding,130
P03407,S04832,Business,317
P03408,S06434,Research,198
P03409,S04626,Learning,418
P03410,S02723,Learning,449
P03411,S00657,Learning,537
P03412,S00165,Learning,788
P03413,S01888,Coding,606
P03414,S03372,Business,499
P03415,S07414,Learning,566
P03416,S06400,Research,56
P03417,S03652,Writing,104
P03418,S01803,Image Generation,131
P03419,S06785,Coding,109
P03420,S02403,Research,437
P03421,S04083,Business,491
P03422,S05838,Coding,245
P03423,S05614,Writing,98
P03424,S06878,Coding,67
P03425,S03571,Business,585
P03426,S04058,Learning,515
P03427,S02991,Business,531
P03428,S07063,Research,204
P03429,S02233,Learning,341
P03430,S06342,Learning,531
P03431,S02893,Learning,427
P03432,S02335,Business,724
P03433,S04399,Image Generation,224
P03434,S01543,Research,154
P03435,S04730,Research,706
P03436,S01545,Learning,103
P03437,S05813,Learning,594
P03438,S00526,Business,736
P03439,S03916,Research,543
P03440,S06546,Writing,224
P03441,S05077,Research,474
P03442,S02724,Coding,431
P03443,S06604,Coding,144
P03444,S02642,Image Generation,195
P03445,S03058,Research,375
P03446,S01678,Learning,82
P03447,S06948,Image Generation,699
P03448,S07289,Learning,434
P03449,S00770,Learning,638
P03450,S04883,Image Generation,742
P03451,S01454,Learning,58
P03452,S03157,Writing,500
P03453,S06592,Business,594
P03454,S04080,Business,793
P03455,S04880,Business,211
P03456,S04431,Learning,392
P03457,S07395,Business,460
P03458,S07101,Research,308
P03459,S04174,Writing,88
P03460,S04863,Research,535
P03461,S02109,Research,116
P03462,S00711,Writing,777
P03463,S03477,Business,328
P03464,S01337,Research,546
P03465,S01766,Writing,453
P03466,S00957,Coding,270
P03467,S05255,Learning,673
P03468,S00515,Writing,59
P03469,S06693,Image Generation,455
P03470,S00748,Research,137
P03471,S01034,Research,525
P03472,S07316,Learning,717
P03473,S00760,Business,85
P03474,S00468,Research,276
P03475,S04438,Learning,532
P03476,S02779,Learning,784
P03477,S01583,Coding,780
P03478,S05008,Research,57
P03479,S01994,Learning,557
P03480,S05870,Coding,138
P03481,S06884,Research,360
P03482,S00308,Business,472
P03483,S01820,Research,133
P03484,S03915,Writing,508
P03485,S01402,Writing,443
P03486,S06991,Image Generation,482
P03487,S04595,Business,172
P03488,S03930,Writing,313
P03489,S04972,Learning,574
P03490,S00169,Business,340
P03491,S00065,Learning,271
P03492,S06386,Writing,344
P03493,S05882,Image Generation,571
P03494,S02282,Image Generation,77
P03495,S06072,Image Generation,729
P03496,S01480,Writing,477
P03497,S05733,Research,182
P03498,S04054,Writing,678
P03499,S05267,Business,334
P03500,S01788,Writing,791
P03501,S00042,Coding,118
P03502,S04219,Business,738
P03503,S01244,Writing,455
P03504,S00846,Coding,138
P03505,S00508,Learning,547
P03506,S00003,Image Generation,550
P03507,S01194,Research,680
P03508,S05417,Research,703
P03509,S02549,Writing,115
P03510,S03889,Research,583
P03511,S05931,Image Generation,197
P03512,S04388,Learning,779
P03513,S06421,Business,230
P03514,S03340,Coding,534
P03515,S07377,Learning,361
P03516,S05536,Business,702
P03517,S00846,Writing,643
P03518,S00084,Coding,123
P03519,S00581,Coding,171
P03520,S07479,Research,775
P03521,S03492,Learning,761
P03522,S01703,Learning,382
P03523,S02403,Business,702
P03524,S00160,Image Generation,306
P03525,S06961,Business,588
P03526,S05430,Research,706
P03527,S03675,Research,652
P03528,S04719,Business,127
P03529,S02427,Business,384
P03530,S02790,Image Generation,465
P03531,S02338,Business,674
P03532,S01260,Business,753
P03533,S01401,Learning,583
P03534,S02660,Research,764
P03535,S00147,Coding,317
P03536,S02175,Writing,781
P03537,S02988,Research,414
P03538,S01614,Research,625
P03539,S06699,Image Generation,267
P03540,S04682,Business,634
P03541,S00700,Learning,546
P03542,S04650,Research,539
P03543,S00974,Image Generation,448
P03544,S01439,Coding,301
P03545,S01603,Research,476
P03546,S02897,Coding,389
P03547,S03980,Research,332
P03548,S01446,Image Generation,476
P03549,S07359,Writing,53
P03550,S07215,Image Generation,329
P03551,S01190,Research,432
P03552,S06792,Business,534
P03553,S02197,Business,85
P03554,S00115,Coding,327
P03555,S05585,Writing,151
P03556,S06428,Business,464
P03557,S03487,Research,262
P03558,S05236,Learning,734
P03559,S01858,Learning,368
P03560,S04998,Business,328
P03561,S02864,Business,165
P03562,S05506,Coding,595
P03563,S04783,Business,579
P03564,S01702,Image Generation,396
P03565,S06823,Writing,569
P03566,S00820,Business,463
P03567,S01986,Business,750
P03568,S03507,Writing,630
P03569,S06152,Writing,289
P03570,S05206,Research,788
P03571,S03091,Writing,555
P03572,S05205,Coding,296
P03573,S00181,Research,133
P03574,S05614,Learning,659
P03575,S01936,Coding,683
P03576,S07457,Learning,786
P03577,S00230,Coding,163
P03578,S00838,Writing,432
P03579,S06185,Research,72
P03580,S00008,Image Generation,64
P03581,S02300,Research,681
P03582,S06582,Research,625
P03583,S01370,Image Generation,682
P03584,S01306,Coding,377
P03585,S06941,Image Generation,528
P03586,S03638,Writing,763
P03587,S05311,Image Generation,658
P03588,S00722,Learning,473
P03589,S01050,Research,446
P03590,S01891,Writing,153
P03591,S01727,Learning,198
P03592,S00285,Writing,433
P03593,S05733,Coding,469
P03594,S00822,Coding,90
P03595,S00555,Coding,339
P03596,S01635,Writing,762
P03597,S07057,Image Generation,154
P03598,S04557,Research,714
P03599,S02625,Learning,157
P03600,S04927,Coding,388
P03601,S04155,Coding,759
P03602,S02822,Writing,656
P03603,S03854,Business,158
